,YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
8427,2000,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,25.6,,,2.5,20.6,30.5,2097.0,Overall,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8428,2000,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.9,,,2.5,20.1,29.8,1020.0,Male,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8429,2000,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.7,,,1.6,6.7,12.8,977.0,Male,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8430,2000,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.0,,,3.5,19.1,32.9,1062.0,Female,All Races,All Ages,High School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8431,2000,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.8,,,1.5,6.9,12.8,1028.0,Female,All Races,All Ages,Middle School,"(41.56266102000046, -72.64984095199964)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8474,2000,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.2,,,0.8,13.6,16.8,4389.0,Overall,All Races,All Ages,Middle School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8475,2000,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.1,,,0.8,25.5,28.7,3430.0,Overall,All Races,All Ages,High School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8476,2000,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,28.0,,,1.4,25.2,30.8,1569.0,Male,All Races,All Ages,High School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8477,2000,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.8,,,0.7,13.3,16.2,2178.0,Male,All Races,All Ages,Middle School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8478,2000,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.1,,,1.1,23.9,28.2,1855.0,Female,All Races,All Ages,High School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8479,2000,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.6,,,1.5,12.8,18.5,2200.0,Female,All Races,All Ages,Middle School,"(39.008830667000495, -75.57774116799965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8522,2000,DC,District of Columbia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.4,,,1.1,7.4,11.5,1114.0,Overall,All Races,All Ages,Middle School,"(38.89037138500049, -77.03196112699965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8523,2000,DC,District of Columbia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.7,,,1.3,12.1,17.2,1294.0,Overall,All Races,All Ages,High School,"(38.89037138500049, -77.03196112699965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8524,2000,DC,District of Columbia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,16.9,,,1.8,13.3,20.4,637.0,Male,All Races,All Ages,High School,"(38.89037138500049, -77.03196112699965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8525,2000,DC,District of Columbia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.7,,,1.5,5.8,11.7,496.0,Male,All Races,All Ages,Middle School,"(38.89037138500049, -77.03196112699965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8526,2000,DC,District of Columbia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.1,,,1.3,7.5,12.6,613.0,Female,All Races,All Ages,Middle School,"(38.89037138500049, -77.03196112699965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8527,2000,DC,District of Columbia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.3,,,1.4,9.7,15.0,649.0,Female,All Races,All Ages,High School,"(38.89037138500049, -77.03196112699965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8564,2000,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.5,,,1.9,20.7,28.2,1456.0,Overall,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8565,2000,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,23.4,,,2.6,18.3,28.4,613.0,Male,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8566,2000,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,25.5,,,2.0,21.6,29.3,836.0,Female,All Races,All Ages,High School,"(21.304850435000446, -157.85774940299973)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8594,2000,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,31.6,,,1.7,28.3,34.8,1370.0,Overall,All Races,All Ages,High School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8595,2000,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.8,,,1.4,7.1,12.6,1468.0,Overall,All Races,All Ages,Middle School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8596,2000,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.3,,,1.3,6.8,11.9,768.0,Male,All Races,All Ages,Middle School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8597,2000,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,32.8,,,2.5,27.9,37.7,667.0,Male,All Races,All Ages,High School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8598,2000,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,30.1,,,2.1,26.0,34.2,700.0,Female,All Races,All Ages,High School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8599,2000,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,10.4,,,1.9,6.7,14.1,698.0,Female,All Races,All Ages,Middle School,"(39.766910452000445, -86.14996019399968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8642,2000,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.8,,,1.4,9.1,14.5,1757.0,Overall,All Races,All Ages,Middle School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8643,2000,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,32.7,,,1.3,30.2,35.2,1406.0,Overall,All Races,All Ages,High School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8644,2000,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,34.2,,,1.5,31.2,37.2,700.0,Male,All Races,All Ages,High School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8645,2000,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.3,,,1.0,9.3,13.3,869.0,Male,All Races,All Ages,Middle School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8646,2000,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.3,,,2.6,7.2,17.4,884.0,Female,All Races,All Ages,Middle School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8647,2000,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,31.1,,,2.3,26.6,35.6,695.0,Female,All Races,All Ages,High School,"(42.46940091300047, -93.81649055599968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8690,2000,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.1,,,1.9,22.4,29.8,1556.0,Overall,All Races,All Ages,High School,"(38.34774030000045, -98.20078122699965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8691,2000,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.1,,,1.0,6.0,10.1,1555.0,Overall,All Races,All Ages,Middle School,"(38.34774030000045, -98.20078122699965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8692,2000,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.7,,,2.2,20.3,29.1,763.0,Male,All Races,All Ages,High School,"(38.34774030000045, -98.20078122699965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8693,2000,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.0,,,1.3,5.5,10.6,774.0,Male,All Races,All Ages,Middle School,"(38.34774030000045, -98.20078122699965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8694,2000,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.9,,,1.1,5.8,9.9,778.0,Female,All Races,All Ages,Middle School,"(38.34774030000045, -98.20078122699965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8695,2000,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.5,,,2.8,22.1,32.9,791.0,Female,All Races,All Ages,High School,"(38.34774030000045, -98.20078122699965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8738,2000,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,21.5,,,2.0,17.6,25.5,1226.0,Overall,All Races,All Ages,Middle School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8739,2000,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,37.4,,,2.2,33.1,41.6,1255.0,Overall,All Races,All Ages,High School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8740,2000,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,21.9,,,2.9,16.3,27.5,595.0,Male,All Races,All Ages,Middle School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8741,2000,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,35.6,,,2.1,31.4,39.8,658.0,Male,All Races,All Ages,High School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8742,2000,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,21.1,,,1.7,17.7,24.5,629.0,Female,All Races,All Ages,Middle School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8743,2000,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,39.0,,,2.9,33.3,44.7,592.0,Female,All Races,All Ages,High School,"(37.645970271000465, -84.77497104799966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8780,2000,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.5,,,2.0,10.7,18.4,1321.0,Overall,All Races,All Ages,Middle School,"(45.254228894000505, -68.98503133599962)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8781,2000,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,15.4,,,3.5,8.6,22.2,627.0,Male,All Races,All Ages,Middle School,"(45.254228894000505, -68.98503133599962)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8782,2000,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.9,,,2.0,9.9,17.9,672.0,Female,All Races,All Ages,Middle School,"(45.254228894000505, -68.98503133599962)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8810,2000,MD,Maryland,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.3,,,0.5,6.3,8.3,21446.0,Overall,All Races,All Ages,Middle School,"(39.29058096400047, -76.60926011099963)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8811,2000,MD,Maryland,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,23.7,,,0.5,22.7,24.6,32112.0,Overall,All Races,All Ages,High School,"(39.29058096400047, -76.60926011099963)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8812,2000,MD,Maryland,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,23.3,,,0.6,22.1,24.5,15382.0,Male,All Races,All Ages,High School,"(39.29058096400047, -76.60926011099963)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8813,2000,MD,Maryland,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.3,,,0.7,5.9,8.7,10671.0,Male,All Races,All Ages,Middle School,"(39.29058096400047, -76.60926011099963)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8814,2000,MD,Maryland,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,23.8,,,0.7,22.5,25.1,16548.0,Female,All Races,All Ages,High School,"(39.29058096400047, -76.60926011099963)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8815,2000,MD,Maryland,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,7.3,,,0.6,6.1,8.4,10703.0,Female,All Races,All Ages,Middle School,"(39.29058096400047, -76.60926011099963)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8858,2000,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.1,,,0.7,7.8,10.4,4595.0,Overall,All Races,All Ages,Middle School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8859,2000,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,32.4,,,1.2,30.1,34.7,7376.0,Overall,All Races,All Ages,High School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8860,2000,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.7,,,0.9,7.1,10.4,2295.0,Male,All Races,All Ages,Middle School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8861,2000,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,32.0,,,1.3,29.4,34.6,3550.0,Male,All Races,All Ages,High School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8862,2000,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.5,,,0.8,8.0,10.9,2294.0,Female,All Races,All Ages,Middle School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8863,2000,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,32.6,,,1.4,29.8,35.4,3800.0,Female,All Races,All Ages,High School,"(46.35564873600049, -94.79420050299967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8906,2000,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,18.1,,,1.2,15.8,20.4,1743.0,Overall,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8907,2000,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,29.2,,,1.8,25.6,32.9,1614.0,Overall,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8908,2000,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.2,,,1.8,15.7,22.7,802.0,Male,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8909,2000,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,32.3,,,2.4,27.7,37.0,754.0,Male,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8910,2000,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,16.9,,,1.3,14.3,19.4,938.0,Female,All Races,All Ages,Middle School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
8911,2000,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.2,,,3.0,20.3,32.1,855.0,Female,All Races,All Ages,High School,"(32.745510099000455, -89.53803082499968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8948,2000,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,29.0,,,1.6,25.8,32.3,3178.0,Overall,All Races,All Ages,High School,"(41.6410409880005, -99.36572062299967)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
8949,2000,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,27.1,,,1.4,24.5,29.8,1531.0,Male,All Races,All Ages,High School,"(41.6410409880005, -99.36572062299967)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
8950,2000,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,30.8,,,2.2,26.5,35.1,1640.0,Female,All Races,All Ages,High School,"(41.6410409880005, -99.36572062299967)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
8972,2000,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.0,,,1.3,9.4,14.6,1472.0,Overall,All Races,All Ages,Middle School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
8973,2000,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,11.1,,,1.1,9.0,13.3,785.0,Male,All Races,All Ages,Middle School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
8974,2000,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.8,,,2.1,8.6,17.0,684.0,Female,All Races,All Ages,Middle School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
9002,2000,NY,New York,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.3,,,2.0,5.5,13.2,1978.0,Overall,All Races,All Ages,Middle School,"(42.82700103200045, -75.54397042699964)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
9003,2000,NY,New York,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,26.8,,,3.0,20.9,32.6,2035.0,Overall,All Races,All Ages,High School,"(42.82700103200045, -75.54397042699964)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
9004,2000,NY,New York,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,24.8,,,2.3,20.2,29.4,1157.0,Male,All Races,All Ages,High School,"(42.82700103200045, -75.54397042699964)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
9005,2000,NY,New York,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,9.8,,,2.7,4.5,15.1,994.0,Male,All Races,All Ages,Middle School,"(42.82700103200045, -75.54397042699964)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
9006,2000,NY,New York,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,29.2,,,4.8,19.8,38.7,875.0,Female,All Races,All Ages,High School,"(42.82700103200045, -75.54397042699964)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
9007,2000,NY,New York,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,8.8,,,1.7,5.6,12.1,984.0,Female,All Races,All Ages,Middle School,"(42.82700103200045, -75.54397042699964)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
9050,2000,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.7,,,1.8,10.1,17.2,1670.0,Overall,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
9051,2000,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,33.4,,,1.6,30.2,36.5,1230.0,Overall,All Races,All Ages,High School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
9052,2000,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,14.7,,,2.0,10.7,18.6,806.0,Male,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
9053,2000,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,33.7,,,2.0,29.9,37.5,614.0,Male,All Races,All Ages,High School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
9054,2000,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,12.7,,,2.0,8.8,16.5,864.0,Female,All Races,All Ages,Middle School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
9055,2000,OH,Ohio,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,33.0,,,2.4,28.3,37.8,612.0,Female,All Races,All Ages,High School,"(40.06021014100048, -82.40426005599966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
9092,2000,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,17.0,,,1.8,13.5,20.6,1552.0,Overall,All Races,All Ages,Middle School,"(35.47203135600046, -97.52107021399968)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
